Product_ID,Category,Price,Discount_Percentage,Promotion_Type,Units_Sold,Store_Location,Season,Customer_Segment,Date,Revenue,Competitor_Price,Ad_Spend,Stock_Availability,Customer_Rating,Returns,Discounted_Price
PROD005989,Furniture,30.36,0.0,BOGO,3.0,Florida,Fall,Loyalty,2023-01-21,91.08,442.42,180.46,Out of Stock,1.0,1.0,30.36
PROD005990,Furniture,341.8,,Cashback,3.0,New York,Winter,Loyalty,2022-08-25,1025.4,314.76,414.34,In Stock,1.0,2.0,341.8
PROD005991,Groceries,475.31,10.0,Discount,3.0,Illinois,Summer,Budget,2023-05-09,1283.337,254.09,778.35,Out of Stock,,2.0,427.779
PROD005992,Furniture,457.04,15.0,None,3.0,Florida,Fall,Loyalty,2022-09-26,1165.452,295.48,781.8,In Stock,3.0,1.0,388.484
PROD005993,Groceries,410.86,5.0,Cashback,5.0,Illinois,Winter,Budget,2023-01-03,1951.585,347.61,618.3,In Stock,1.0,2.0,390.317
PROD005994,Clothing,427.09,20.0,Discount,3.0,Illinois,Summer,Regular,2022-07-02,1025.016,370.46,637.88,Out of Stock,1.0,1.0,341.672
PROD005995,Clothing,241.65,,Cashback,1.0,Illinois,Summer,Premium,2022-01-22,241.65,488.69,745.58,Out of Stock,,,241.65
PROD005996,Electronics,102.34,20.0,BOGO,3.0,Illinois,Spring,Premium,2023-05-14,245.61600000000004,164.84,496.56,In Stock,3.0,2.0,81.87200000000001
PROD005997,Clothing,466.42,0.0,Cashback,1.0,Florida,Summer,Loyalty,2022-03-10,466.42,222.79,391.73,In Stock,3.0,0.0,466.42
PROD005998,Clothing,41.42,10.0,None,5.0,Illinois,Fall,Premium,2023-01-22,186.39000000000004,222.16,440.32,In Stock,5.0,2.0,37.278000000000006
PROD005999,Electronics,135.53,5.0,Cashback,1.0,New York,Summer,Regular,2022-02-12,128.7535,45.58,323.49,In Stock,1.0,,128.7535
PROD006000,Beauty,134.89,15.0,Cashback,1.0,California,Summer,Regular,2023-02-13,114.65649999999998,164.56,165.37,Out of Stock,5.0,2.0,114.65649999999998
PROD006001,Beauty,66.81,,Cashback,,California,Spring,Budget,2023-07-12,,32.46,731.39,Out of Stock,5.0,,66.81
PROD006002,Groceries,339.75,0.0,Discount,,Texas,Winter,Premium,2023-11-03,,96.79,743.64,In Stock,1.0,0.0,339.75
PROD006003,Beauty,472.25,15.0,None,4.0,Texas,Winter,Premium,2022-03-14,1605.6499999999999,289.32,856.22,In Stock,2.0,,401.41249999999997
PROD006004,Beauty,235.77,0.0,Discount,3.0,California,Spring,Regular,2022-11-04,707.3100000000001,25.36,472.56,Out of Stock,1.0,0.0,235.77
PROD006005,Beauty,315.91,5.0,None,3.0,Florida,Winter,Loyalty,2022-03-20,900.3435000000001,203.15,302.08,Out of Stock,2.0,2.0,300.1145
PROD006006,Clothing,315.92,5.0,Discount,2.0,Illinois,Winter,Regular,2023-05-24,600.248,396.63,999.74,In Stock,,0.0,300.124
PROD006007,Beauty,209.28,20.0,BOGO,5.0,Illinois,Summer,Budget,2022-01-02,837.12,47.4,394.45,Out of Stock,3.0,,167.424
PROD006008,Clothing,451.02,0.0,Cashback,,Illinois,Summer,Budget,2022-03-09,,191.13,791.73,In Stock,5.0,2.0,451.02
PROD006009,Clothing,184.59,10.0,BOGO,4.0,Illinois,Fall,Loyalty,2023-08-06,664.524,86.62,601.97,In Stock,4.0,,166.131
PROD006010,Electronics,161.92,5.0,None,,California,Fall,Loyalty,2022-09-30,,492.46,807.01,Out of Stock,5.0,2.0,153.82399999999998
PROD006011,Groceries,212.4,20.0,Discount,1.0,New York,Winter,Premium,2022-03-16,169.92000000000002,332.68,160.43,Out of Stock,5.0,0.0,169.92000000000002
PROD006012,Electronics,304.92,5.0,Cashback,5.0,Texas,Summer,Loyalty,2022-04-11,1448.37,36.89,323.84,In Stock,5.0,,289.674
PROD006013,Furniture,67.59,15.0,Discount,5.0,Illinois,Winter,Budget,2022-11-19,287.2575,174.94,252.4,In Stock,5.0,,57.4515
PROD006014,Clothing,40.55,15.0,Cashback,,Texas,Spring,Loyalty,2022-04-28,,361.01,361.96,In Stock,3.0,0.0,34.467499999999994
PROD006015,Beauty,495.7,10.0,BOGO,2.0,California,Summer,Regular,2022-04-25,892.26,387.2,767.29,Out of Stock,5.0,1.0,446.13
PROD006016,Beauty,275.74,,Cashback,4.0,California,Summer,Budget,2022-11-10,1102.96,290.8,847.89,In Stock,,0.0,275.74
PROD006017,Furniture,440.0,15.0,BOGO,5.0,Florida,Winter,Loyalty,2022-04-11,1870.0,215.09,454.66,Out of Stock,3.0,0.0,374.0
PROD006018,Groceries,15.39,0.0,Cashback,2.0,Florida,Spring,Loyalty,2023-02-19,30.78,280.5,231.55,Out of Stock,,0.0,15.39
PROD006019,Clothing,110.59,5.0,BOGO,2.0,California,Fall,Budget,2022-11-29,210.121,208.5,673.8,In Stock,2.0,,105.0605
PROD006020,Furniture,45.4,5.0,BOGO,1.0,California,Spring,Premium,2023-01-16,43.129999999999995,465.69,524.06,Out of Stock,,2.0,43.129999999999995
PROD006021,Furniture,364.98,,None,5.0,Illinois,Spring,Premium,2023-09-14,1824.9,321.11,15.05,In Stock,5.0,1.0,364.98
PROD006022,Furniture,201.83,20.0,BOGO,5.0,Florida,Summer,Regular,2023-07-05,807.3200000000002,440.78,256.79,In Stock,3.0,0.0,161.46400000000003
PROD006023,Clothing,147.28,10.0,None,1.0,Texas,Fall,Regular,2023-09-23,132.552,270.31,300.77,Out of Stock,5.0,1.0,132.552
PROD006024,Clothing,242.94,10.0,None,1.0,New York,Spring,Regular,2022-03-13,218.64600000000002,187.9,417.17,In Stock,3.0,,218.64600000000002
PROD006025,Clothing,36.25,10.0,BOGO,5.0,California,Fall,Regular,2023-04-15,163.125,350.6,92.36,In Stock,,2.0,32.625
PROD006026,Clothing,316.7,10.0,None,2.0,Texas,Spring,Premium,2022-10-10,570.06,128.14,201.26,In Stock,4.0,1.0,285.03
PROD006027,Electronics,,,None,4.0,Florida,Fall,Premium,2022-01-23,1950.0,345.24,728.46,In Stock,1.0,0.0,487.5
PROD006028,Furniture,115.56,,Discount,2.0,Texas,Spring,Budget,2023-09-01,231.12,320.24,193.68,Out of Stock,4.0,,115.56
PROD006029,Electronics,19.38,5.0,Cashback,5.0,California,Winter,Premium,2022-02-02,92.05499999999999,96.04,867.39,In Stock,4.0,,18.410999999999998
PROD006030,Groceries,98.84,10.0,BOGO,,New York,Winter,Regular,2023-03-17,,477.23,401.19,In Stock,1.0,0.0,88.956
PROD006031,Furniture,134.59,,Discount,,Texas,Summer,Regular,2023-04-20,,244.8,427.61,Out of Stock,,1.0,134.59
PROD006032,Clothing,62.6,20.0,Discount,1.0,California,Spring,Budget,2022-12-08,50.080000000000005,358.87,668.52,Out of Stock,4.0,1.0,50.080000000000005
PROD006033,Clothing,315.76,0.0,Discount,2.0,Texas,Summer,Premium,2022-10-10,631.52,165.27,965.27,Out of Stock,5.0,1.0,315.76
PROD006034,Clothing,305.74,5.0,BOGO,2.0,California,Winter,Loyalty,2022-06-13,580.906,460.3,975.66,In Stock,4.0,1.0,290.453
PROD006035,Electronics,214.66,15.0,BOGO,5.0,Florida,Winter,Premium,2023-04-07,912.305,183.09,7.54,In Stock,,2.0,182.46099999999998
PROD006036,Clothing,98.69,5.0,Discount,,California,Spring,Regular,2023-10-02,,322.28,119.51,Out of Stock,2.0,,93.7555
PROD006037,Furniture,456.97,0.0,None,2.0,New York,Fall,Loyalty,2022-12-09,913.94,103.28,188.97,Out of Stock,2.0,2.0,456.97
PROD006038,Beauty,306.7,15.0,Discount,4.0,Texas,Winter,Premium,2023-03-01,1042.78,95.97,149.01,In Stock,2.0,2.0,260.695
PROD006039,Furniture,37.73,15.0,Discount,1.0,Illinois,Summer,Regular,2023-12-07,32.070499999999996,250.85,376.48,In Stock,5.0,,32.070499999999996
PROD006040,Groceries,424.57,15.0,Cashback,2.0,Illinois,Winter,Regular,2023-05-25,721.769,348.66,967.34,In Stock,4.0,,360.8845
PROD006041,Furniture,220.1,,Discount,2.0,Florida,Fall,Budget,2023-04-25,440.2,89.64,747.78,Out of Stock,3.0,,220.1
PROD006042,Clothing,12.4,,Discount,4.0,New York,Summer,Regular,2022-03-14,49.6,238.59,511.86,In Stock,4.0,,12.4
PROD006043,Furniture,,5.0,Cashback,5.0,Illinois,Summer,Loyalty,2023-07-07,597.0274999999999,94.57,664.08,Out of Stock,5.0,1.0,119.40549999999999
PROD006044,Furniture,116.54,0.0,None,1.0,New York,Spring,Budget,2022-03-12,116.54,183.58,636.85,Out of Stock,2.0,2.0,116.54
PROD006045,Electronics,290.82,20.0,BOGO,2.0,Texas,Winter,Budget,2023-09-11,465.312,497.42,925.91,In Stock,,1.0,232.656
PROD006046,Beauty,38.52,,Discount,,Texas,Fall,Loyalty,2022-05-10,,347.56,927.59,In Stock,5.0,2.0,38.52
PROD006047,Furniture,287.92,15.0,None,,California,Spring,Budget,2023-10-13,,148.05,668.83,Out of Stock,,1.0,244.732
PROD006048,Groceries,117.92,20.0,None,2.0,California,Summer,Loyalty,2023-04-01,188.67200000000003,470.02,118.41,Out of Stock,5.0,2.0,94.33600000000001
PROD006049,Furniture,93.94,0.0,Discount,2.0,Florida,Summer,Premium,2023-11-26,187.88,399.01,445.7,In Stock,4.0,0.0,93.94
PROD006050,Beauty,174.93,5.0,BOGO,2.0,Texas,Spring,Loyalty,2022-08-07,332.367,313.91,439.19,Out of Stock,2.0,2.0,166.1835
PROD006051,Beauty,395.26,20.0,Discount,3.0,Florida,Winter,Budget,2023-05-10,948.624,39.09,250.37,In Stock,5.0,1.0,316.208
PROD006052,Beauty,269.16,20.0,Cashback,,Florida,Summer,Regular,2023-02-17,,225.65,467.94,In Stock,,,215.32800000000003
PROD006053,Beauty,443.33,,None,2.0,Florida,Winter,Premium,2022-06-23,886.66,106.05,467.98,Out of Stock,1.0,2.0,443.33
PROD006054,Beauty,319.36,5.0,BOGO,,Illinois,Summer,Regular,2022-12-15,,371.47,920.88,Out of Stock,1.0,1.0,303.392
PROD006055,Electronics,204.15,10.0,Cashback,1.0,New York,Spring,Loyalty,2022-07-08,183.735,169.06,649.99,Out of Stock,2.0,0.0,183.735
PROD006056,Beauty,229.84,15.0,None,3.0,Illinois,Spring,Regular,2023-05-05,586.092,421.15,666.76,In Stock,3.0,0.0,195.364
PROD006057,Electronics,55.34,20.0,None,5.0,Texas,Winter,Budget,2023-07-08,221.36,73.18,518.87,Out of Stock,4.0,2.0,44.272000000000006
PROD006058,Furniture,193.36,15.0,Discount,1.0,Florida,Spring,Regular,2023-08-28,164.356,180.36,135.28,Out of Stock,1.0,,164.356
PROD006059,Furniture,303.24,5.0,BOGO,1.0,Texas,Winter,Loyalty,2023-04-13,288.078,432.41,993.97,In Stock,5.0,0.0,288.078
PROD006060,Electronics,233.24,0.0,None,1.0,Texas,Spring,Regular,2022-08-04,233.24,404.31,846.74,In Stock,1.0,,233.24
PROD006061,Clothing,133.72,,Cashback,5.0,Florida,Winter,Loyalty,2023-06-24,668.6,302.89,782.57,In Stock,1.0,1.0,133.72
PROD006062,Beauty,423.63,15.0,Discount,5.0,California,Winter,Regular,2023-10-23,1800.4274999999998,62.81,440.27,Out of Stock,5.0,1.0,360.08549999999997
PROD006063,Beauty,286.0,10.0,None,1.0,California,Winter,Premium,2022-01-06,257.40000000000003,497.79,400.19,In Stock,3.0,,257.40000000000003
PROD006064,Furniture,423.6,5.0,Discount,3.0,Florida,Winter,Budget,2023-07-02,1207.26,262.13,409.79,Out of Stock,5.0,0.0,402.42
PROD006065,Electronics,86.88,20.0,None,,Florida,Spring,Budget,2023-06-24,,224.0,131.6,Out of Stock,4.0,0.0,69.504
PROD006066,Beauty,97.32,0.0,None,3.0,California,Spring,Regular,2022-04-09,291.96,325.79,927.28,Out of Stock,3.0,,97.32
PROD006067,Furniture,96.58,20.0,BOGO,5.0,Texas,Fall,Regular,2022-04-22,386.32000000000005,146.79,39.61,In Stock,2.0,0.0,77.26400000000001
PROD006068,Beauty,309.38,0.0,Discount,,Florida,Winter,Regular,2022-04-17,,452.54,577.67,In Stock,3.0,1.0,309.38
PROD006069,Electronics,382.0,,None,2.0,California,Spring,Premium,2023-04-07,764.0,184.44,144.8,In Stock,4.0,1.0,382.0
PROD006070,Clothing,132.78,,BOGO,2.0,New York,Summer,Regular,2023-07-19,265.56,323.72,578.5,Out of Stock,2.0,2.0,132.78
PROD006071,Groceries,343.48,20.0,Cashback,1.0,Illinois,Winter,Premium,2023-07-27,274.78400000000005,481.02,588.72,In Stock,,2.0,274.78400000000005
PROD006072,Furniture,142.82,5.0,Discount,,Illinois,Spring,Premium,2023-04-22,,340.34,227.37,In Stock,5.0,2.0,135.67899999999997
PROD006073,Furniture,480.91,20.0,None,,Texas,Winter,Premium,2022-10-20,,337.44,620.65,Out of Stock,3.0,1.0,384.72800000000007
PROD006074,Groceries,401.71,5.0,Discount,5.0,Texas,Summer,Loyalty,2023-11-16,1908.1224999999997,195.78,775.37,Out of Stock,4.0,0.0,381.62449999999995
PROD006075,Groceries,374.76,20.0,Discount,4.0,Illinois,Spring,Budget,2022-06-21,1199.232,20.05,108.02,In Stock,5.0,0.0,299.808
PROD006076,Furniture,217.46,,Discount,1.0,Texas,Fall,Premium,2023-09-06,217.46,402.37,357.32,In Stock,4.0,,217.46
PROD006077,Clothing,353.22,20.0,Discount,4.0,New York,Spring,Loyalty,2022-06-24,1130.304,227.82,260.95,In Stock,1.0,0.0,282.576
PROD006078,Furniture,273.35,0.0,None,3.0,Illinois,Summer,Premium,2022-06-04,820.0500000000001,168.88,463.02,In Stock,5.0,2.0,273.35
PROD006079,Groceries,256.11,20.0,BOGO,,Texas,Fall,Loyalty,2022-07-02,,431.79,808.8,Out of Stock,,2.0,204.88800000000003
PROD006080,Beauty,436.69,,Cashback,,Illinois,Summer,Regular,2023-12-28,,337.19,275.58,In Stock,,,436.69
PROD006081,Electronics,442.48,5.0,None,2.0,California,Spring,Premium,2022-05-12,840.712,463.45,883.98,Out of Stock,3.0,2.0,420.356
PROD006082,Beauty,41.82,,BOGO,4.0,California,Winter,Budget,2022-11-07,167.28,304.57,711.37,Out of Stock,4.0,0.0,41.82
PROD006083,Clothing,392.66,10.0,None,4.0,Florida,Summer,Regular,2023-04-15,1413.576,77.9,563.39,Out of Stock,2.0,0.0,353.394
PROD006084,Furniture,115.17,0.0,Discount,2.0,New York,Winter,Loyalty,2022-10-02,230.34,342.95,2.82,Out of Stock,4.0,,115.17
PROD006085,Furniture,27.93,15.0,BOGO,3.0,Florida,Spring,Budget,2022-03-21,71.2215,202.88,602.18,Out of Stock,1.0,2.0,23.7405
PROD006086,Electronics,132.46,5.0,BOGO,5.0,New York,Summer,Loyalty,2023-06-01,629.1850000000001,336.61,765.79,In Stock,2.0,2.0,125.837
PROD006087,Beauty,304.47,20.0,Discount,3.0,New York,Summer,Regular,2022-12-09,730.7280000000001,482.66,188.76,Out of Stock,2.0,1.0,243.57600000000002
PROD006088,Electronics,262.27,20.0,BOGO,4.0,New York,Summer,Loyalty,2023-05-31,839.264,337.02,903.88,Out of Stock,,2.0,209.816
PROD006089,Clothing,163.63,10.0,Cashback,2.0,California,Fall,Loyalty,2022-06-26,294.534,39.95,460.81,In Stock,,,147.267
PROD006090,Beauty,252.34,20.0,None,1.0,Florida,Winter,Premium,2022-07-30,201.872,203.81,788.61,In Stock,3.0,1.0,201.872
PROD006091,Beauty,47.16,,Cashback,3.0,Florida,Summer,Premium,2022-03-15,141.48,86.83,523.42,In Stock,3.0,,47.16
PROD006092,Clothing,170.3,10.0,Cashback,1.0,Illinois,Summer,Loyalty,2022-06-16,153.27,412.68,481.11,In Stock,4.0,0.0,153.27
PROD006093,Furniture,352.73,10.0,BOGO,2.0,California,Spring,Premium,2022-11-06,634.9140000000001,34.17,700.84,Out of Stock,5.0,2.0,317.45700000000005
PROD006094,Furniture,298.95,0.0,Cashback,4.0,California,Winter,Budget,2022-05-05,1195.8,446.61,733.73,Out of Stock,,1.0,298.95
PROD006095,Groceries,331.66,10.0,None,1.0,Illinois,Spring,Premium,2023-09-18,298.494,490.12,950.33,Out of Stock,1.0,0.0,298.494
PROD006096,Furniture,348.65,0.0,None,2.0,New York,Summer,Loyalty,2023-11-26,697.3,327.53,787.47,In Stock,3.0,0.0,348.65
PROD006097,Electronics,386.61,15.0,Cashback,,California,Summer,Regular,2022-11-29,,348.05,935.41,In Stock,3.0,,328.6185
PROD006098,Clothing,455.37,20.0,Discount,2.0,Texas,Summer,Budget,2022-11-20,728.5920000000001,76.6,473.61,In Stock,2.0,1.0,364.29600000000005
PROD006099,Furniture,350.81,0.0,None,5.0,Illinois,Fall,Regular,2022-11-29,1754.05,316.13,754.42,In Stock,5.0,1.0,350.81
PROD006100,Beauty,87.62,10.0,Cashback,,New York,Summer,Regular,2022-04-14,,208.9,119.32,Out of Stock,5.0,,78.858
PROD006101,Clothing,243.33,0.0,Discount,3.0,Texas,Winter,Budget,2023-07-11,729.99,409.74,866.83,Out of Stock,2.0,2.0,243.33
PROD006102,Furniture,242.06,,Discount,,Texas,Spring,Premium,2023-02-04,,125.87,635.52,In Stock,2.0,0.0,242.06
PROD006103,Electronics,306.83,0.0,BOGO,,New York,Spring,Regular,2022-05-27,,348.73,720.67,Out of Stock,2.0,2.0,306.83
PROD006104,Groceries,90.01,10.0,Discount,4.0,New York,Winter,Regular,2022-12-31,324.036,67.03,600.19,In Stock,2.0,,81.009
PROD006105,Groceries,181.38,15.0,BOGO,,Illinois,Winter,Budget,2022-11-30,,59.15,649.17,In Stock,,0.0,154.173
PROD006106,Clothing,53.49,5.0,Discount,2.0,Illinois,Fall,Premium,2022-04-06,101.631,222.62,283.52,In Stock,2.0,0.0,50.8155
PROD006107,Electronics,80.21,15.0,BOGO,5.0,California,Fall,Budget,2022-04-10,340.8925,413.54,904.73,In Stock,5.0,0.0,68.1785
PROD006108,Electronics,358.05,20.0,Cashback,4.0,Illinois,Fall,Loyalty,2022-06-15,1145.76,157.37,509.48,In Stock,4.0,1.0,286.44
PROD006109,Electronics,136.89,10.0,None,3.0,California,Spring,Loyalty,2022-03-25,369.60299999999995,426.99,194.43,In Stock,4.0,0.0,123.201
PROD006110,Furniture,198.14,15.0,Discount,3.0,California,Summer,Premium,2023-02-22,505.25699999999995,83.81,285.44,Out of Stock,4.0,0.0,168.41899999999998
PROD006111,Groceries,121.51,,Discount,5.0,Florida,Summer,Loyalty,2022-02-21,607.5500000000001,108.2,945.26,Out of Stock,4.0,0.0,121.51
PROD006112,Electronics,88.31,15.0,BOGO,1.0,California,Summer,Loyalty,2023-11-02,75.0635,445.55,732.79,Out of Stock,,,75.0635
PROD006113,Beauty,209.17,5.0,Discount,2.0,California,Spring,Regular,2023-11-18,397.42299999999994,147.6,567.86,Out of Stock,2.0,2.0,198.71149999999997
PROD006114,Furniture,443.73,0.0,None,4.0,Illinois,Spring,Budget,2023-01-14,1774.92,301.04,589.07,Out of Stock,4.0,0.0,443.73
PROD006115,Beauty,483.48,15.0,BOGO,,New York,Fall,Budget,2023-08-07,,317.06,326.45,Out of Stock,3.0,2.0,410.958
PROD006116,Beauty,200.66,,None,4.0,Illinois,Spring,Budget,2022-09-13,802.64,417.75,646.43,In Stock,,1.0,200.66
PROD006117,Clothing,16.13,15.0,Discount,4.0,Texas,Spring,Budget,2023-01-04,54.84199999999999,409.72,589.37,Out of Stock,2.0,1.0,13.710499999999998
PROD006118,Furniture,77.15,5.0,Discount,1.0,Illinois,Summer,Budget,2022-07-28,73.2925,16.31,369.73,In Stock,,2.0,73.2925
PROD006119,Beauty,165.38,,None,,Texas,Winter,Budget,2022-09-21,,183.04,715.31,In Stock,4.0,0.0,165.38
PROD006120,Furniture,151.99,15.0,Cashback,,Texas,Winter,Premium,2022-02-14,,267.37,949.15,In Stock,5.0,2.0,129.1915
PROD006121,Electronics,269.92,,None,4.0,Texas,Spring,Budget,2022-10-21,1079.68,62.09,171.1,Out of Stock,5.0,,269.92
PROD006122,Clothing,8.32,5.0,Discount,5.0,New York,Fall,Regular,2022-04-03,39.519999999999996,181.07,572.69,Out of Stock,1.0,1.0,7.904
PROD006123,Groceries,313.13,10.0,BOGO,3.0,Illinois,Spring,Premium,2023-05-23,845.451,269.25,873.37,Out of Stock,3.0,,281.817
PROD006124,Beauty,175.63,5.0,BOGO,5.0,Florida,Spring,Budget,2023-11-02,834.2425000000001,343.6,275.5,Out of Stock,,,166.8485
PROD006125,Clothing,311.52,20.0,BOGO,1.0,New York,Spring,Premium,2022-12-08,249.216,403.19,538.76,Out of Stock,,,249.216
PROD006126,Clothing,286.05,0.0,Discount,5.0,Florida,Fall,Regular,2022-11-15,1430.25,248.37,87.63,Out of Stock,1.0,1.0,286.05
PROD006127,Clothing,247.4,10.0,BOGO,3.0,Florida,Spring,Premium,2022-01-02,667.98,422.58,372.72,Out of Stock,2.0,0.0,222.66
PROD006128,Clothing,385.93,10.0,Cashback,,California,Winter,Regular,2022-05-18,,196.51,53.45,Out of Stock,2.0,2.0,347.337
PROD006129,Electronics,362.13,10.0,BOGO,5.0,Illinois,Summer,Regular,2022-01-06,1629.585,467.48,614.31,Out of Stock,2.0,2.0,325.91700000000003
PROD006130,Furniture,485.23,15.0,None,5.0,Texas,Spring,Regular,2022-10-07,2062.2275,409.52,240.8,In Stock,5.0,1.0,412.4455
PROD006131,Groceries,399.34,10.0,BOGO,1.0,Texas,Fall,Regular,2023-09-08,359.406,452.59,775.34,In Stock,3.0,1.0,359.406
PROD006132,Groceries,101.8,0.0,BOGO,4.0,New York,Summer,Regular,2023-06-19,407.2,483.51,312.8,Out of Stock,3.0,,101.8
PROD006133,Furniture,416.14,,Discount,2.0,Florida,Winter,Budget,2023-09-02,832.28,287.64,124.75,Out of Stock,,,416.14
PROD006134,Groceries,488.49,10.0,Discount,5.0,Florida,Winter,Budget,2022-12-06,2198.205,299.55,548.48,Out of Stock,3.0,0.0,439.641
PROD006135,Clothing,427.09,20.0,None,4.0,Florida,Fall,Regular,2023-12-20,1366.688,204.59,599.95,Out of Stock,,0.0,341.672
PROD006136,Electronics,161.34,20.0,Discount,3.0,California,Fall,Budget,2022-03-21,387.216,473.01,514.52,Out of Stock,,1.0,129.072
PROD006137,Clothing,176.4,15.0,Cashback,3.0,California,Winter,Premium,2023-09-09,449.82,33.04,921.38,In Stock,,,149.94
PROD006138,Clothing,284.34,10.0,None,3.0,Illinois,Winter,Premium,2023-08-06,767.718,213.23,326.64,In Stock,4.0,2.0,255.90599999999998
PROD006139,Electronics,323.53,5.0,BOGO,1.0,Texas,Fall,Premium,2022-07-23,307.35349999999994,6.45,631.93,In Stock,4.0,0.0,307.35349999999994
PROD006140,Beauty,77.29,,BOGO,5.0,Florida,Fall,Loyalty,2023-08-18,386.45000000000005,46.18,390.54,Out of Stock,3.0,0.0,77.29
PROD006141,Groceries,361.31,0.0,Cashback,5.0,Florida,Fall,Regular,2022-09-18,1806.55,200.28,791.59,Out of Stock,5.0,0.0,361.31
PROD006142,Electronics,138.37,0.0,None,1.0,California,Spring,Loyalty,2023-09-29,138.37,241.44,430.04,Out of Stock,1.0,1.0,138.37
PROD006143,Furniture,47.24,10.0,None,3.0,Florida,Spring,Regular,2022-06-18,127.54800000000002,222.96,603.53,Out of Stock,2.0,0.0,42.516000000000005
PROD006144,Furniture,36.87,10.0,BOGO,,Illinois,Winter,Budget,2023-11-23,,166.87,677.81,Out of Stock,1.0,0.0,33.183
PROD006145,Furniture,339.33,15.0,None,2.0,Texas,Winter,Budget,2022-02-04,576.861,42.26,833.28,Out of Stock,1.0,,288.4305
PROD006146,Beauty,493.88,,Cashback,,Texas,Summer,Budget,2023-05-07,,432.43,332.16,In Stock,3.0,2.0,493.88
PROD006147,Electronics,481.77,5.0,Discount,1.0,California,Fall,Budget,2022-11-15,457.68149999999997,67.15,74.37,In Stock,2.0,2.0,457.68149999999997
PROD006148,Beauty,230.74,5.0,None,2.0,California,Winter,Budget,2023-12-16,438.406,281.21,538.48,In Stock,2.0,,219.203
PROD006149,Furniture,113.12,20.0,Discount,2.0,Illinois,Spring,Budget,2023-02-06,180.99200000000002,365.96,925.72,In Stock,1.0,2.0,90.49600000000001
PROD006150,Clothing,266.21,10.0,BOGO,2.0,Texas,Spring,Budget,2023-03-04,479.178,313.05,51.33,In Stock,3.0,2.0,239.589
PROD006151,Clothing,78.47,10.0,Discount,5.0,Texas,Winter,Loyalty,2022-10-17,353.115,228.04,637.77,Out of Stock,4.0,2.0,70.623
PROD006152,Beauty,180.8,10.0,None,2.0,Florida,Fall,Premium,2023-06-28,325.44000000000005,291.4,797.87,Out of Stock,3.0,,162.72000000000003
PROD006153,Furniture,479.13,10.0,None,5.0,California,Winter,Budget,2022-02-10,2156.085,50.64,322.19,In Stock,,2.0,431.217
PROD006154,Furniture,234.19,10.0,BOGO,1.0,Illinois,Fall,Budget,2023-01-22,210.77100000000002,158.04,476.29,In Stock,1.0,,210.77100000000002
PROD006155,Furniture,218.39,0.0,Discount,,California,Fall,Regular,2023-06-05,,105.57,637.5,Out of Stock,3.0,,218.39
PROD006156,Furniture,56.19,0.0,Discount,,Illinois,Winter,Budget,2022-08-29,,170.39,581.55,Out of Stock,3.0,1.0,56.19
PROD006157,Electronics,185.56,5.0,None,,Florida,Spring,Loyalty,2022-01-12,,19.11,172.08,In Stock,5.0,0.0,176.28199999999998
PROD006158,Beauty,280.03,,Discount,1.0,Illinois,Winter,Budget,2023-10-22,280.03,14.11,563.66,Out of Stock,,1.0,280.03
PROD006159,Beauty,366.49,5.0,None,,New York,Summer,Budget,2023-11-15,,196.38,292.14,Out of Stock,4.0,0.0,348.1655
PROD006160,Electronics,84.38,5.0,None,4.0,Illinois,Winter,Loyalty,2022-06-11,320.64399999999995,170.4,186.1,Out of Stock,3.0,0.0,80.16099999999999
PROD006161,Clothing,107.96,0.0,None,1.0,California,Spring,Loyalty,2023-02-21,107.96,211.36,487.07,Out of Stock,3.0,,107.96
PROD006162,Beauty,399.26,20.0,Discount,1.0,Texas,Summer,Premium,2022-09-11,319.408,235.27,90.46,In Stock,,2.0,319.408
PROD006163,Groceries,273.81,,BOGO,4.0,Texas,Summer,Budget,2022-09-07,1095.24,491.95,920.0,Out of Stock,4.0,1.0,273.81
PROD006164,Beauty,183.94,20.0,BOGO,2.0,Illinois,Winter,Budget,2022-07-13,294.30400000000003,191.91,233.99,Out of Stock,3.0,0.0,147.15200000000002
PROD006165,Beauty,478.34,,Discount,1.0,New York,Winter,Premium,2022-08-18,478.34,112.33,188.68,In Stock,4.0,0.0,478.34
PROD006166,Clothing,20.88,20.0,None,3.0,Illinois,Winter,Loyalty,2023-12-21,50.112,417.65,458.32,In Stock,2.0,1.0,16.704
PROD006167,Electronics,474.13,10.0,Cashback,3.0,Florida,Fall,Premium,2022-05-11,1280.1509999999998,100.83,450.01,In Stock,4.0,2.0,426.717
PROD006168,Clothing,351.22,20.0,BOGO,,Illinois,Winter,Premium,2023-10-31,,262.08,32.55,Out of Stock,1.0,0.0,280.97600000000006
PROD006169,Clothing,291.13,0.0,Discount,3.0,Illinois,Fall,Loyalty,2022-08-08,873.39,418.68,126.36,Out of Stock,4.0,1.0,291.13
PROD006170,Electronics,87.23,5.0,Discount,3.0,California,Summer,Regular,2022-07-02,248.6055,380.1,51.91,Out of Stock,3.0,,82.8685
PROD006171,Groceries,130.11,0.0,BOGO,1.0,California,Summer,Loyalty,2022-10-07,130.11,121.02,598.78,In Stock,3.0,,130.11
PROD006172,Electronics,320.56,5.0,None,,Florida,Winter,Regular,2023-11-04,,62.16,179.62,Out of Stock,,2.0,304.532
