Transaction_ID,Customer_ID,Product_ID,Store_ID,Quantity,Price_per_unit,Discount,Transaction_Date,Payment_Method,Customer_Age,Customer_Gender,State,ZIP_Code,Product_Category,Loyalty_Card_Status,Review_Rating
TID007119,CUST8682,PROD175,STORE61,3.0,189.17,10.0,2022-10-31,Credit Card,57.0,,New York,33101,Electronics,Active,4.0
TID007120,CUST3182,PROD703,STORE32,4.0,351.66,0.0,2023-07-08,Credit Card,58.0,Male,New York,90210,Furniture,Expired,2.0
TID007121,CUST6296,PROD828,STORE42,5.0,242.89,10.0,2023-06-23,Credit Card,,Female,,33101,Electronics,Inactive,5.0
TID007122,CUST7513,PROD871,STORE94,3.0,300.63,5.0,2022-07-15,Cash,61.0,,Florida,73301,Furniture,Expired,3.0
TID007123,CUST4476,PROD224,STORE35,3.0,235.54,15.0,2023-10-26,Debit Card,22.0,Female,Florida,73301,,Active,1.0
TID007124,CUST7283,PROD365,STORE26,,476.91,5.0,2023-11-22,Credit Card,,Female,,73301,Groceries,Inactive,3.0
TID007125,CUST7935,PROD570,STORE64,,175.72,15.0,2023-01-04,Cash,,Male,Texas,,Clothing,,4.0
TID007126,CUST5198,PROD928,STORE52,4.0,164.21,0.0,2023-08-31,Gift Card,43.0,Male,Texas,,,Inactive,3.0
TID007127,CUST2196,PROD676,STORE67,2.0,322.94,,2022-03-10,Gift Card,37.0,Male,Texas,33101,Groceries,Active,4.0
TID007128,CUST2561,PROD848,STORE29,5.0,256.23,5.0,2023-11-29,Debit Card,35.0,Male,California,,,,3.0
TID007129,CUST1962,PROD148,STORE10,1.0,143.48,10.0,2022-12-16,,,Female,Florida,33101,Furniture,,2.0
TID007130,CUST1853,PROD470,STORE73,3.0,209.24,15.0,2023-08-15,Cash,52.0,Female,New York,33101,,Inactive,1.0
TID007131,CUST6453,PROD338,STORE87,,292.26,20.0,2023-11-02,Gift Card,,Male,Texas,,,Expired,5.0
TID007132,CUST4847,PROD415,STORE77,4.0,56.07,,2023-10-23,Gift Card,48.0,Male,Florida,90210,Groceries,Inactive,1.0
TID007133,CUST8715,PROD551,STORE16,,79.2,20.0,2023-02-23,Gift Card,51.0,Male,,73301,,Inactive,
TID007134,CUST6804,PROD231,STORE42,4.0,154.13,0.0,2022-09-08,Debit Card,,,New York,,Clothing,Inactive,3.0
TID007135,CUST1745,PROD674,STORE72,5.0,412.48,0.0,2022-02-15,Gift Card,,Male,,,Groceries,Expired,4.0
TID007136,CUST1087,PROD345,STORE15,5.0,76.24,0.0,2023-06-23,Gift Card,32.0,Female,Texas,73301,Furniture,,4.0
TID007137,CUST5155,PROD702,STORE71,4.0,60.25,,2023-08-22,,34.0,,,33101,Groceries,Inactive,
TID007138,CUST9266,PROD467,STORE75,,479.06,10.0,2022-12-02,Debit Card,,Male,,,Furniture,Inactive,
TID007139,CUST7241,PROD195,STORE89,2.0,80.14,15.0,2023-03-25,,37.0,,Texas,10001,Electronics,Inactive,1.0
TID007140,CUST5956,PROD853,STORE92,5.0,89.68,,2023-07-21,,,Female,Texas,10001,Groceries,Active,1.0
TID007141,CUST7466,PROD518,STORE40,1.0,155.5,10.0,2023-04-20,Cash,,Male,California,73301,Furniture,Expired,5.0
TID007142,CUST7076,PROD585,STORE66,3.0,304.42,20.0,2022-03-09,Credit Card,,Male,New York,10001,Clothing,Inactive,
TID007143,CUST3166,PROD320,STORE87,4.0,272.21,10.0,2022-08-06,Gift Card,45.0,,Florida,90210,Furniture,Active,5.0
TID007144,CUST1673,PROD754,STORE76,1.0,245.89,5.0,2023-12-20,Credit Card,48.0,Male,,10001,Clothing,,2.0
TID007145,CUST3938,PROD157,STORE73,2.0,422.36,0.0,2023-01-09,Cash,18.0,Male,Texas,33101,Clothing,Expired,2.0
TID007146,CUST5264,PROD939,STORE73,,407.26,20.0,2023-11-13,Credit Card,,Female,New York,10001,Furniture,Inactive,
TID007147,CUST3783,PROD677,STORE94,1.0,120.78,5.0,2023-10-25,Cash,,Female,New York,33101,,,4.0
TID007148,CUST9253,PROD439,STORE52,2.0,32.41,10.0,2022-02-04,Cash,26.0,,California,,Clothing,Expired,5.0
TID007149,CUST9074,PROD846,STORE30,,185.18,,2022-12-03,,45.0,Female,New York,90210,Furniture,Inactive,2.0
TID007150,CUST6557,PROD326,STORE99,2.0,482.73,15.0,2022-12-02,Credit Card,,Female,Texas,90210,Groceries,,3.0
TID007151,CUST8669,PROD229,STORE93,2.0,312.25,,2022-06-24,Credit Card,51.0,Male,California,90210,,Active,4.0
TID007152,CUST3161,PROD773,STORE34,4.0,402.82,15.0,2022-01-16,Debit Card,56.0,,,90210,Clothing,Expired,3.0
TID007153,CUST2468,PROD847,STORE89,4.0,227.96,0.0,2023-05-09,Cash,57.0,,New York,73301,Groceries,Expired,
TID007154,CUST6198,PROD503,STORE85,2.0,201.54,0.0,2022-02-02,,,,Florida,73301,Clothing,Inactive,
TID007155,CUST9690,PROD605,STORE89,5.0,124.76,15.0,2022-07-27,Gift Card,,Female,Florida,90210,Groceries,Inactive,3.0
TID007156,CUST8093,PROD108,STORE65,1.0,174.7,20.0,2022-01-21,Debit Card,,,New York,90210,,,2.0
TID007157,CUST3323,PROD927,STORE34,4.0,354.72,20.0,2022-01-24,Credit Card,,Male,New York,10001,Electronics,Active,5.0
TID007158,CUST5266,PROD669,STORE59,,7.25,0.0,2023-11-09,Cash,,Female,Florida,90210,Furniture,,4.0
TID007159,CUST2914,PROD361,STORE82,,454.7,5.0,2023-10-07,Cash,,Male,,33101,Furniture,Inactive,4.0
TID007160,CUST6132,PROD985,STORE23,5.0,456.23,10.0,2022-12-24,Credit Card,18.0,,California,10001,Furniture,Inactive,5.0
TID007161,CUST1723,PROD622,STORE76,3.0,460.5,,2022-10-14,Debit Card,,,California,33101,Groceries,Active,3.0
TID007162,CUST3095,PROD877,STORE48,5.0,224.6,10.0,2023-07-15,,29.0,,,10001,Electronics,Active,4.0
TID007163,CUST9179,PROD629,STORE56,4.0,219.93,5.0,2022-08-06,,32.0,,,33101,,Expired,5.0
TID007164,CUST5603,PROD513,STORE45,2.0,331.09,5.0,2023-12-18,Cash,33.0,Female,Texas,73301,Furniture,Inactive,4.0
TID007165,CUST6907,PROD934,STORE44,5.0,231.21,0.0,2022-02-15,Debit Card,,Female,New York,33101,Electronics,Inactive,3.0
TID007166,CUST8046,PROD741,STORE23,4.0,334.87,20.0,2022-09-05,Cash,,Male,,33101,Furniture,Expired,
TID007167,CUST5635,PROD641,STORE96,4.0,21.79,0.0,2023-12-15,Credit Card,,Male,,,Clothing,Inactive,5.0
TID007168,CUST5312,PROD866,STORE85,5.0,407.47,5.0,2022-02-22,,56.0,Male,New York,33101,Groceries,Expired,1.0
TID007169,CUST5321,PROD888,STORE79,4.0,269.28,15.0,2023-12-09,Debit Card,34.0,Female,New York,10001,Groceries,,
TID007170,CUST9470,PROD523,STORE96,,277.77,10.0,2022-12-06,,,Female,Texas,,Electronics,Inactive,3.0
TID007171,CUST6128,PROD954,STORE38,,390.64,0.0,2022-05-25,Cash,,,,33101,Furniture,Expired,1.0
TID007172,CUST8139,PROD918,STORE74,4.0,411.25,10.0,2023-10-30,Cash,,,New York,10001,Groceries,Expired,5.0
TID007173,CUST3703,PROD439,STORE56,3.0,174.44,0.0,2022-07-12,Debit Card,22.0,Female,New York,33101,Electronics,Active,
TID007174,CUST6169,PROD489,STORE67,5.0,38.6,15.0,2022-06-09,Gift Card,70.0,Female,New York,33101,Clothing,,2.0
TID007175,CUST9049,PROD805,STORE82,4.0,94.98,20.0,2023-01-29,Credit Card,,,New York,73301,Groceries,Expired,3.0
TID007176,CUST3478,PROD776,STORE29,3.0,297.39,10.0,2022-07-25,,,Female,Florida,,Clothing,,2.0
TID007177,CUST8208,PROD252,STORE77,4.0,275.3,15.0,2023-01-03,Credit Card,,Female,Florida,33101,Clothing,Inactive,1.0
TID007178,CUST1871,PROD707,STORE31,1.0,357.17,15.0,2023-02-12,Debit Card,,Female,Texas,90210,Clothing,Inactive,2.0
TID007179,CUST4095,PROD270,STORE61,5.0,277.41,10.0,2022-10-26,Credit Card,40.0,Female,California,,Electronics,Active,2.0
TID007180,CUST3435,PROD476,STORE28,1.0,114.73,,2022-11-07,Cash,,,California,10001,Clothing,Expired,4.0
TID007181,CUST1894,PROD892,STORE87,,349.44,,2022-09-02,Gift Card,,,New York,33101,Clothing,Inactive,2.0
TID007182,CUST4766,PROD779,STORE12,4.0,50.45,15.0,2022-07-16,Credit Card,41.0,,New York,10001,,Inactive,1.0
TID007183,CUST4000,PROD778,STORE22,3.0,257.78,15.0,2023-02-17,,,Male,Texas,10001,Electronics,,
TID007184,CUST1587,PROD647,STORE63,2.0,219.17,20.0,2023-05-17,Cash,,,New York,33101,Clothing,Active,2.0
TID007185,CUST8704,PROD779,STORE55,3.0,126.71,0.0,2022-04-25,,39.0,Male,Florida,33101,Furniture,Expired,4.0
TID007186,CUST5263,PROD290,STORE23,1.0,154.65,,2022-03-04,,64.0,,California,73301,Furniture,Expired,4.0
TID007187,CUST3679,PROD993,STORE50,5.0,187.33,5.0,2022-04-17,Credit Card,29.0,Male,Texas,90210,Clothing,,3.0
TID007188,CUST8653,PROD262,STORE87,4.0,340.39,0.0,2023-09-12,,,,California,90210,Groceries,,1.0
TID007189,CUST8150,PROD638,STORE83,1.0,323.01,0.0,2022-12-22,Cash,26.0,Male,Florida,,,,4.0
TID007190,CUST2900,PROD268,STORE50,,394.08,5.0,2023-12-04,Debit Card,42.0,Male,Florida,10001,Electronics,,2.0
TID007191,CUST9108,PROD834,STORE31,5.0,15.37,10.0,2022-03-22,,,Female,New York,33101,Groceries,Inactive,3.0
TID007192,CUST1668,PROD649,STORE71,,441.34,20.0,2022-10-30,Cash,19.0,Female,Texas,,Clothing,Expired,
TID007193,CUST8233,PROD101,STORE46,5.0,16.91,5.0,2022-03-18,Credit Card,47.0,Male,Florida,10001,,Expired,5.0
TID007194,CUST6841,PROD878,STORE67,4.0,174.07,10.0,2023-07-14,,,,Texas,90210,Furniture,,1.0
TID007195,CUST8949,PROD882,STORE79,,157.09,5.0,2022-10-14,Gift Card,57.0,Male,New York,73301,Groceries,Inactive,
TID007196,CUST8499,PROD213,STORE73,3.0,108.09,5.0,2023-06-19,Gift Card,22.0,Female,Texas,10001,,Active,4.0
TID007197,CUST9077,PROD639,STORE22,1.0,72.83,20.0,2022-04-03,Credit Card,43.0,Female,Texas,90210,Furniture,Inactive,4.0
TID007198,CUST2843,PROD323,STORE56,1.0,305.54,20.0,2022-06-08,Gift Card,23.0,Male,California,73301,,,4.0
TID007199,CUST3425,PROD257,STORE92,4.0,29.42,5.0,2022-10-08,Cash,,Female,New York,33101,Furniture,Expired,1.0
TID007200,CUST3025,PROD351,STORE52,3.0,277.01,15.0,2022-08-30,Credit Card,35.0,,New York,10001,Furniture,Active,
TID007201,CUST6727,PROD482,STORE38,4.0,171.74,,2022-03-22,Credit Card,22.0,,Texas,73301,Groceries,Expired,4.0
TID007202,CUST2533,PROD314,STORE34,2.0,10.07,20.0,2022-05-16,,,,New York,33101,,,
TID007203,CUST4337,PROD142,STORE36,3.0,289.85,15.0,2023-04-07,Credit Card,,Female,Texas,,Electronics,Inactive,2.0
TID007204,CUST5654,PROD547,STORE19,3.0,170.38,0.0,2022-12-01,Debit Card,62.0,,,90210,Furniture,Active,5.0
TID007205,CUST3959,PROD622,STORE92,1.0,343.54,20.0,2023-01-09,Gift Card,,Female,New York,90210,Clothing,Active,
TID007206,CUST3757,PROD626,STORE67,4.0,252.01,,2023-11-02,,,Male,Florida,10001,,,1.0
TID007207,CUST9335,PROD451,STORE83,1.0,166.4,10.0,2023-04-11,Debit Card,36.0,,Florida,10001,Groceries,Expired,5.0
TID007208,CUST5469,PROD537,STORE39,2.0,383.78,,2023-01-12,Credit Card,,,Florida,,Electronics,,1.0
TID007209,CUST4479,PROD648,STORE19,1.0,218.22,5.0,2023-02-13,Cash,70.0,Female,New York,,Clothing,Expired,2.0
TID007210,CUST1067,PROD844,STORE95,1.0,127.51,10.0,2023-03-26,Cash,,Male,New York,90210,Electronics,Inactive,5.0
TID007211,CUST9618,PROD405,STORE37,5.0,334.75,10.0,2023-12-13,Debit Card,,Male,New York,33101,Electronics,Expired,4.0
TID007212,CUST3958,PROD797,STORE92,1.0,89.26,10.0,2023-12-24,Debit Card,51.0,,New York,33101,Groceries,Expired,2.0
TID007213,CUST7822,PROD951,STORE48,4.0,303.63,20.0,2023-08-21,Gift Card,49.0,Male,New York,73301,Clothing,,1.0
TID007214,CUST2258,PROD532,STORE73,2.0,451.26,15.0,2022-09-04,Gift Card,55.0,Female,California,73301,Clothing,Expired,4.0
TID007215,CUST5033,PROD596,STORE52,4.0,433.33,5.0,2023-03-28,Gift Card,33.0,Female,Texas,73301,Clothing,,5.0
TID007216,CUST9161,PROD519,STORE59,5.0,85.02,20.0,2023-12-08,Debit Card,,Male,California,10001,,Active,
TID007217,CUST2545,PROD754,STORE18,4.0,11.02,0.0,2023-05-10,Gift Card,,Female,California,10001,Groceries,Active,5.0
TID007218,CUST6384,PROD607,STORE88,5.0,125.93,5.0,2022-02-23,,50.0,Male,,,Furniture,Active,1.0
TID007219,CUST1425,PROD614,STORE64,4.0,198.6,15.0,2023-02-13,,24.0,,California,90210,Clothing,Inactive,3.0
TID007220,CUST5657,PROD118,STORE22,4.0,432.08,5.0,2023-11-05,,70.0,,,73301,Groceries,,5.0
TID007221,CUST2998,PROD725,STORE69,2.0,51.23,5.0,2023-02-09,Credit Card,,Male,California,90210,Clothing,,5.0
TID007222,CUST7458,PROD508,STORE58,4.0,101.91,15.0,2023-03-17,Gift Card,,,Texas,10001,Clothing,,2.0
TID007223,CUST7120,PROD385,STORE56,5.0,281.95,15.0,2022-04-14,,,Female,,33101,Clothing,Inactive,5.0
TID007224,CUST2737,PROD431,STORE90,,261.88,15.0,2022-06-26,Cash,42.0,,California,90210,,,2.0
TID007225,CUST6300,PROD920,STORE16,2.0,136.45,20.0,2023-09-30,Credit Card,51.0,,California,73301,Electronics,Active,4.0
TID007226,CUST3519,PROD664,STORE28,2.0,495.53,5.0,2023-07-17,Credit Card,,,Texas,73301,Groceries,,3.0
TID007227,CUST1473,PROD324,STORE24,2.0,287.98,15.0,2023-03-31,Credit Card,64.0,Female,New York,73301,Electronics,Expired,1.0
TID007228,CUST2328,PROD591,STORE12,2.0,51.19,,2023-08-09,Debit Card,,Female,Texas,33101,Furniture,,3.0
TID007229,CUST8540,PROD375,STORE12,4.0,139.93,20.0,2023-11-10,,,Male,Texas,33101,,,4.0
TID007230,CUST8861,PROD851,STORE15,2.0,141.69,0.0,2023-07-24,Debit Card,32.0,,,10001,Clothing,Expired,2.0
TID007231,CUST8439,PROD387,STORE31,4.0,218.5,,2023-03-25,Credit Card,44.0,,New York,33101,,,5.0
TID007232,CUST5412,PROD688,STORE73,2.0,379.49,10.0,2023-08-04,Debit Card,25.0,Female,Florida,73301,Clothing,Active,
TID007233,CUST1095,PROD433,STORE77,1.0,489.44,10.0,2023-09-05,Debit Card,,Female,California,10001,Furniture,Inactive,2.0
TID007234,CUST6397,PROD950,STORE64,5.0,26.88,0.0,2022-09-25,Debit Card,59.0,Male,,90210,,Inactive,5.0
TID007235,CUST1718,PROD688,STORE49,4.0,429.27,5.0,2022-07-20,Debit Card,56.0,Male,,73301,Groceries,Expired,5.0
TID007236,CUST8423,PROD586,STORE94,5.0,97.75,5.0,2022-08-12,Cash,50.0,Male,Florida,,Groceries,Inactive,
TID007237,CUST6323,PROD442,STORE88,2.0,171.83,0.0,2023-07-06,Debit Card,61.0,Female,California,90210,Groceries,,2.0
TID007238,CUST3118,PROD250,STORE82,3.0,368.32,15.0,2023-01-05,Cash,,Male,Texas,,Clothing,Expired,5.0
TID007239,CUST4463,PROD181,STORE55,2.0,319.47,20.0,2022-09-20,,18.0,,New York,73301,Electronics,Active,3.0
TID007240,CUST1797,PROD336,STORE76,4.0,294.66,,2023-01-01,Cash,,Female,California,,Clothing,,
TID007241,CUST5635,PROD465,STORE95,5.0,97.43,10.0,2023-08-13,Debit Card,,,New York,10001,Furniture,Inactive,3.0
TID007242,CUST6294,PROD751,STORE69,5.0,100.13,,2023-12-11,,63.0,Male,California,73301,,Expired,
TID007243,CUST1909,PROD305,STORE17,1.0,48.24,15.0,2023-10-09,Cash,24.0,Female,Texas,,Clothing,Active,1.0
TID007244,CUST2158,PROD183,STORE10,2.0,124.9,5.0,2023-11-29,Gift Card,,,Texas,10001,,Active,4.0
TID007245,CUST9964,PROD589,STORE54,1.0,336.18,5.0,2023-09-29,Debit Card,,Male,California,33101,Furniture,Expired,1.0
TID007246,CUST7248,PROD430,STORE25,1.0,308.36,20.0,2023-09-20,Debit Card,47.0,,Florida,10001,Groceries,,
TID007247,CUST2516,PROD452,STORE91,4.0,85.44,5.0,2023-09-19,,45.0,,New York,10001,Clothing,,3.0
TID007248,CUST7534,PROD800,STORE26,4.0,356.82,,2022-11-30,Cash,24.0,Female,California,73301,,Expired,5.0
TID007249,CUST5180,PROD906,STORE51,5.0,58.29,15.0,2022-12-01,Credit Card,,Male,California,33101,,Active,1.0
TID007250,CUST3916,PROD826,STORE39,,257.29,,2023-04-22,Cash,,Male,New York,90210,,Inactive,5.0
TID007251,CUST4933,PROD437,STORE75,5.0,257.45,5.0,2023-09-03,Gift Card,,Male,California,10001,Furniture,Expired,3.0
TID007252,CUST7535,PROD714,STORE93,4.0,433.67,15.0,2023-03-12,Cash,60.0,Female,,73301,,Active,5.0
TID007253,CUST2461,PROD743,STORE16,2.0,480.41,20.0,2022-12-17,,,Male,Texas,10001,Groceries,Active,2.0
TID007254,CUST1336,PROD262,STORE93,4.0,471.14,0.0,2023-10-17,,,Male,Florida,33101,Clothing,Inactive,2.0
TID007255,CUST4411,PROD615,STORE63,4.0,382.41,10.0,2022-03-14,,,Female,California,10001,Furniture,Inactive,1.0
TID007256,CUST3669,PROD816,STORE34,1.0,84.05,0.0,2022-10-30,Gift Card,,Female,California,,Groceries,Active,4.0
TID007257,CUST7365,PROD737,STORE22,3.0,297.62,15.0,2023-08-02,Gift Card,64.0,Female,Florida,,Clothing,Inactive,1.0
TID007258,CUST7592,PROD600,STORE88,4.0,431.84,5.0,2022-10-25,Debit Card,,Female,New York,10001,Electronics,Expired,2.0
TID007259,CUST5668,PROD381,STORE99,5.0,273.64,0.0,2023-12-23,Debit Card,,Male,California,,Furniture,Expired,
TID007260,CUST3525,PROD650,STORE10,1.0,231.62,10.0,2023-03-23,Debit Card,,,New York,33101,Furniture,Active,
TID007261,CUST2975,PROD825,STORE52,,111.13,10.0,2023-06-30,Debit Card,37.0,Male,Texas,33101,,,3.0
TID007262,CUST5891,PROD568,STORE37,3.0,458.2,,2022-02-08,Gift Card,,,Florida,,Groceries,,4.0
TID007263,CUST9042,PROD383,STORE73,,384.16,0.0,2022-04-02,Cash,,Female,New York,73301,Electronics,,2.0
TID007264,CUST8083,PROD189,STORE59,,324.38,5.0,2022-01-11,,,Male,California,10001,Groceries,Active,
TID007265,CUST6080,PROD802,STORE86,4.0,417.92,0.0,2022-09-28,Cash,34.0,Female,,90210,,Expired,2.0
TID007266,CUST3151,PROD165,STORE36,1.0,306.02,10.0,2023-03-18,,,Male,Texas,90210,Furniture,Active,
TID007267,CUST6882,PROD822,STORE31,1.0,120.2,15.0,2023-04-04,Credit Card,66.0,Male,Texas,33101,Clothing,Expired,
TID007268,CUST2574,PROD751,STORE81,2.0,72.25,10.0,2022-11-10,Debit Card,30.0,Male,Texas,,Furniture,Active,
TID007269,CUST7020,PROD398,STORE69,5.0,46.59,15.0,2023-01-12,,36.0,Female,New York,10001,,Inactive,5.0
TID007270,CUST9399,PROD639,STORE91,5.0,217.76,5.0,2023-04-24,,,,Texas,10001,Furniture,Active,5.0
TID007271,CUST4274,PROD495,STORE83,2.0,439.42,20.0,2023-05-25,Cash,,Male,New York,73301,Electronics,Inactive,5.0
TID007272,CUST9021,PROD800,STORE97,,65.56,10.0,2022-03-21,Credit Card,18.0,Female,,90210,Electronics,Expired,3.0
TID007273,CUST8298,PROD260,STORE31,5.0,412.74,5.0,2023-09-09,,63.0,Female,Florida,33101,,,2.0
TID007274,CUST7358,PROD538,STORE73,,440.73,10.0,2022-05-08,Cash,,Male,,33101,Furniture,Active,2.0
TID007275,CUST8805,PROD554,STORE46,3.0,216.35,15.0,2023-10-29,,,Female,New York,33101,,,2.0
TID007276,CUST5398,PROD430,STORE96,,426.5,,2023-08-20,Debit Card,,Male,California,73301,Clothing,Inactive,4.0
TID007277,CUST7931,PROD878,STORE59,3.0,230.42,,2022-08-14,Credit Card,,,New York,,Furniture,,
TID007278,CUST2478,PROD223,STORE33,3.0,371.42,15.0,2022-08-04,,,Male,Texas,,Furniture,Active,5.0
TID007279,CUST7922,PROD959,STORE32,1.0,222.23,5.0,2023-05-29,Debit Card,,Male,California,33101,,,4.0
TID007280,CUST7033,PROD866,STORE60,4.0,41.11,,2022-07-27,Gift Card,20.0,Female,Florida,33101,,,2.0
TID007281,CUST4053,PROD767,STORE75,3.0,230.0,5.0,2022-03-08,Cash,57.0,Female,Florida,33101,Clothing,Expired,3.0
TID007282,CUST8112,PROD220,STORE96,4.0,73.25,0.0,2023-11-14,Debit Card,41.0,Male,New York,33101,Groceries,Expired,5.0
TID007283,CUST7979,PROD908,STORE88,1.0,222.47,15.0,2023-06-29,Cash,70.0,Female,California,10001,Groceries,Expired,2.0
TID007284,CUST2522,PROD731,STORE70,4.0,331.28,0.0,2022-09-01,Gift Card,,,Florida,73301,Groceries,Expired,2.0
TID007285,CUST1662,PROD733,STORE50,,280.75,5.0,2022-10-21,Credit Card,,Female,New York,,Clothing,Expired,5.0
TID007286,CUST9410,PROD604,STORE34,1.0,358.94,20.0,2023-06-19,,39.0,Female,,10001,Electronics,,2.0
TID007287,CUST6599,PROD534,STORE21,3.0,244.93,0.0,2023-06-29,Credit Card,,Female,Florida,90210,Groceries,Active,5.0
TID007288,CUST8594,PROD363,STORE19,1.0,211.83,20.0,2022-10-26,Cash,39.0,Female,,10001,Clothing,,5.0
TID007289,CUST4673,PROD442,STORE54,1.0,168.24,0.0,2023-07-20,Cash,,Male,,,,,3.0
TID007290,CUST3540,PROD329,STORE30,4.0,322.69,15.0,2023-01-24,,37.0,Male,California,10001,Furniture,,
TID007291,CUST9115,PROD374,STORE95,,305.08,5.0,2023-02-02,Gift Card,,Male,Florida,33101,Electronics,Active,
TID007292,CUST9638,PROD727,STORE43,,246.96,15.0,2022-08-26,Debit Card,53.0,Male,,,Clothing,,5.0
TID007293,CUST9596,PROD516,STORE36,,80.11,,2023-10-16,Cash,40.0,Female,,,Groceries,Active,1.0
TID007294,CUST2375,PROD464,STORE78,4.0,212.73,,2023-12-13,,25.0,Male,California,33101,Clothing,,5.0
TID007295,CUST5762,PROD906,STORE72,3.0,187.15,10.0,2023-10-21,Cash,,,Texas,33101,Groceries,Active,3.0
TID007296,CUST8671,PROD425,STORE27,2.0,240.89,0.0,2023-06-21,Credit Card,67.0,,Texas,10001,Clothing,Inactive,5.0
TID007297,CUST8165,PROD173,STORE94,5.0,458.52,0.0,2023-07-30,Cash,55.0,Female,Florida,10001,,Active,4.0
TID007298,CUST2297,PROD885,STORE13,3.0,22.61,5.0,2023-06-16,Gift Card,43.0,Male,New York,,Furniture,,2.0
TID007299,CUST8825,PROD466,STORE66,2.0,13.61,5.0,2022-03-14,Gift Card,,Male,New York,33101,,Expired,4.0
TID007300,CUST5921,PROD897,STORE51,1.0,72.3,5.0,2022-11-23,Credit Card,,,Texas,,Furniture,Active,4.0
TID007301,CUST3434,PROD756,STORE67,1.0,49.76,15.0,2022-01-05,,,Female,Florida,,Furniture,Inactive,
TID007302,CUST3093,PROD546,STORE87,3.0,301.18,10.0,2022-07-28,Credit Card,,,California,33101,Electronics,Inactive,
TID007303,CUST5921,PROD418,STORE34,3.0,168.83,10.0,2023-04-10,Cash,54.0,,Florida,,,Expired,1.0
TID007304,CUST5073,PROD214,STORE22,3.0,361.33,20.0,2023-07-07,Credit Card,28.0,Male,Texas,73301,Furniture,Inactive,5.0
TID007305,CUST9570,PROD726,STORE49,4.0,188.08,15.0,2022-12-07,,50.0,Female,,90210,,,5.0
TID007306,CUST8007,PROD512,STORE93,,414.6,,2023-07-16,Gift Card,,,California,10001,,,5.0
TID007307,CUST5841,PROD551,STORE48,,332.54,10.0,2022-11-26,,40.0,,New York,,Furniture,,1.0
TID007308,CUST1781,PROD642,STORE42,5.0,385.7,0.0,2023-05-12,Cash,,,,33101,Groceries,Inactive,3.0
TID007309,CUST2253,PROD713,STORE93,4.0,201.2,0.0,2022-08-28,Credit Card,,Female,,33101,Groceries,,2.0
TID007310,CUST1738,PROD537,STORE87,5.0,263.11,10.0,2023-06-26,,31.0,,California,10001,Electronics,,5.0
TID007311,CUST9411,PROD343,STORE44,3.0,88.48,20.0,2022-09-30,Credit Card,18.0,,New York,33101,Clothing,Expired,5.0
TID007312,CUST2763,PROD839,STORE24,5.0,386.32,5.0,2023-01-14,Debit Card,,Male,Texas,,Furniture,Expired,1.0
TID007313,CUST9366,PROD108,STORE85,2.0,231.98,0.0,2022-10-27,Debit Card,,,California,90210,,Expired,4.0
TID007314,CUST7961,PROD928,STORE82,2.0,28.86,,2022-08-05,,,Male,California,90210,Clothing,Inactive,5.0
TID007315,CUST7766,PROD151,STORE58,2.0,78.37,20.0,2022-04-14,,,Female,,73301,Clothing,Active,2.0
TID007316,CUST2548,PROD679,STORE94,2.0,459.71,20.0,2022-02-24,Cash,,,Texas,10001,Electronics,Inactive,3.0
TID007317,CUST8612,PROD311,STORE44,,462.91,0.0,2023-01-08,Credit Card,25.0,,Florida,10001,Electronics,Active,2.0
TID007318,CUST5151,PROD459,STORE50,1.0,451.76,,2023-03-10,Cash,,Male,,,,,4.0
TID007319,CUST6823,PROD854,STORE96,1.0,329.67,20.0,2023-03-24,Credit Card,,Female,California,,,,4.0
TID007320,CUST5175,PROD616,STORE83,4.0,484.19,15.0,2023-02-25,Credit Card,44.0,Female,Florida,,,Active,
TID007321,CUST2339,PROD937,STORE93,3.0,326.25,20.0,2022-06-12,Cash,25.0,Male,Florida,73301,Groceries,Inactive,
TID007322,CUST9248,PROD288,STORE59,,399.11,0.0,2022-11-08,Credit Card,53.0,Female,,33101,,,2.0
TID007323,CUST1266,PROD162,STORE32,,190.78,,2022-05-31,Cash,,Female,,90210,,Expired,4.0
TID007324,CUST2866,PROD955,STORE91,5.0,229.74,0.0,2022-05-25,,,Male,California,33101,Electronics,,1.0
TID007325,CUST8583,PROD212,STORE43,4.0,131.56,10.0,2023-04-18,Gift Card,,,Florida,33101,,Expired,4.0
TID007326,CUST3941,PROD505,STORE95,,285.97,5.0,2022-09-29,Debit Card,,Female,Florida,10001,,Inactive,3.0
TID007327,CUST3985,PROD903,STORE35,4.0,456.59,15.0,2022-03-11,Credit Card,70.0,,Texas,73301,Groceries,Expired,2.0
TID007328,CUST7438,PROD296,STORE80,3.0,121.95,5.0,2023-10-09,Debit Card,,Female,,33101,Electronics,Active,3.0
TID007329,CUST1741,PROD957,STORE45,,146.31,,2023-05-16,Credit Card,,Female,California,90210,Clothing,Active,4.0
TID007330,CUST2364,PROD138,STORE10,1.0,155.35,10.0,2023-02-14,Credit Card,,,Texas,33101,Groceries,Inactive,4.0
TID007331,CUST7819,PROD187,STORE83,3.0,93.31,15.0,2023-12-08,Gift Card,53.0,Female,Texas,10001,,Active,
TID007332,CUST5876,PROD876,STORE28,3.0,70.17,10.0,2022-07-05,Debit Card,23.0,Male,New York,10001,Clothing,Active,5.0
TID007333,CUST6143,PROD854,STORE73,2.0,84.92,0.0,2022-01-29,Gift Card,42.0,,New York,,,,2.0
